,car,Date,Dealer_Name,Dealer_Region,Company,Model,Engine,Transmission,Color_car,Body Style,Price
17112,C_CND_017113,8/26/2023,Star Enterprises Inc,Pasco,CMP_017,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$22,001 "
17113,C_CND_017114,8/26/2023,Motor Vehicle Branch Office,Middletown,CMP_026,Silhouette,DoubleÂ Overhead Camshaft,Auto,Red,Sedan,"$12,500 "
17114,C_CND_017115,8/26/2023,Nebo Chevrolet,Aurora,CMP_004,RAV4,Overhead Camshaft,Manual,Pale White,Hatchback,"$22,000 "
17115,C_CND_017116,8/26/2023,New Castle Ford Lincoln Mercury,Greenville,CMP_002,Durango,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$10,000 "
17116,C_CND_017117,8/26/2023,Pars Auto Sales,Pasco,CMP_025,Continental,Overhead Camshaft,Manual,Black,Passenger,"$42,000 "
17117,C_CND_017118,8/26/2023,Pitre Buick-Pontiac-Gmc of Scottsdale,Janesville,CMP_006,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$18,000 "
17118,C_CND_017119,8/26/2023,Progressive Shippers Cooperative Association No,Scottsdale,CMP_004,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$25,000 "
17119,C_CND_017120,8/26/2023,Rabun Used Car Sales,Austin,CMP_026,Silhouette,Overhead Camshaft,Manual,Red,Sedan,"$25,500 "
17120,C_CND_017121,8/26/2023,Race Car Help,Middletown,CMP_004,Celica,Overhead Camshaft,Manual,Pale White,SUV,"$14,000 "
17121,C_CND_017122,8/26/2023,Ryder Truck Rental and Leasing,Aurora,CMP_007,Camaro,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$41,001 "
17122,C_CND_017123,8/26/2023,Saab-Belle Dodge,Greenville,CMP_001,Taurus,Overhead Camshaft,Manual,Red,SUV,"$22,001 "
17123,C_CND_017124,8/26/2023,Scrivener Performance Engineering,Pasco,CMP_026,Aurora,Overhead Camshaft,Manual,Red,Passenger,"$34,751 "
17124,C_CND_017125,8/26/2023,Suburban Ford,Janesville,CMP_001,Ranger,Overhead Camshaft,Manual,Black,SUV,"$18,001 "
17125,C_CND_017126,8/26/2023,Suburban Ford,Scottsdale,CMP_009,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$33,001 "
17126,C_CND_017127,8/26/2023,Tri-State Mack Inc,Austin,CMP_007,Lumina,Overhead Camshaft,Manual,Black,Passenger,"$42,001 "
17127,C_CND_017128,8/26/2023,U-Haul CO,Austin,CMP_017,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$22,000 "
17128,C_CND_017129,8/26/2023,Progressive Shippers Cooperative Association No,Scottsdale,CMP_016,A6,Overhead Camshaft,Manual,Pale White,SUV,"$13,501 "
17129,C_CND_017130,8/26/2023,Rabun Used Car Sales,Austin,CMP_003,Eldorado,Overhead Camshaft,Manual,Black,Passenger,"$85,601 "
17130,C_CND_017131,8/27/2023,Suburban Ford,Janesville,CMP_026,Bravada,Overhead Camshaft,Manual,Black,Hatchback,"$36,501 "
17131,C_CND_017132,8/27/2023,Tri-State Mack Inc,Scottsdale,CMP_020,SW,DoubleÂ Overhead Camshaft,Auto,Red,Passenger,"$25,001 "
17132,C_CND_017133,8/27/2023,U-Haul CO,Austin,CMP_026,Bravada,Overhead Camshaft,Manual,Black,Hatchback,"$18,001 "
17133,C_CND_017134,8/27/2023,Saab-Belle Dodge,Aurora,CMP_006,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$39,000 "
17134,C_CND_017135,8/27/2023,C & M Motors Inc,Aurora,CMP_010,328i,Overhead Camshaft,Manual,Black,Sedan,"$69,001 "
17135,C_CND_017136,8/27/2023,Capitol KIA,Greenville,CMP_028,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$27,501 "
17136,C_CND_017137,8/27/2023,Chrysler of Tri-Cities,Pasco,CMP_030,Cherokee,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$36,001 "
17137,C_CND_017138,8/27/2023,Chrysler Plymouth,Janesville,CMP_026,Silhouette,Overhead Camshaft,Manual,Pale White,Sedan,"$14,001 "
17138,C_CND_017139,8/27/2023,Classic Chevy,Scottsdale,CMP_018,Passat,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$9,001 "
17139,C_CND_017140,8/27/2023,Clay Johnson Auto Sales,Austin,CMP_008,Frontier,Overhead Camshaft,Manual,Pale White,Hatchback,"$12,001 "
17140,C_CND_017141,8/27/2023,Diehl Motor CO Inc,Middletown,CMP_001,Windstar,DoubleÂ Overhead Camshaft,Auto,Red,Sedan,"$31,501 "
17141,C_CND_017142,8/27/2023,Scrivener Performance Engineering,Greenville,CMP_002,Ram Pickup,Overhead Camshaft,Manual,Black,SUV,"$19,000 "
17142,C_CND_017143,8/27/2023,Gartner Buick Hyundai Saab,Greenville,CMP_028,Neon,Overhead Camshaft,Manual,Black,SUV,"$29,001 "
17143,C_CND_017144,8/27/2023,Star Enterprises Inc,Pasco,CMP_008,Xterra,DoubleÂ Overhead Camshaft,Auto,Black,Passenger,"$9,001 "
17144,C_CND_017145,8/27/2023,Hatfield Volkswagen,Greenville,CMP_007,Prizm,Overhead Camshaft,Manual,Black,SUV,"$44,001 "
17145,C_CND_017146,8/27/2023,Motor Vehicle Branch Office,Scottsdale,CMP_011,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$46,001 "
17146,C_CND_017147,8/27/2023,U-Haul CO,Austin,CMP_018,Jetta,Overhead Camshaft,Manual,Pale White,Passenger,"$45,000 "
17147,C_CND_017148,8/27/2023,Buddy Storbeck's Diesel Service Inc,Middletown,CMP_026,Bravada,DoubleÂ Overhead Camshaft,Auto,Red,Hatchback,"$19,000 "
17148,C_CND_017149,8/27/2023,C & M Motors Inc,Aurora,CMP_011,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$20,000 "
17149,C_CND_017150,8/27/2023,Nebo Chevrolet,Austin,CMP_006,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$39,001 "
17150,C_CND_017151,8/27/2023,Chrysler of Tri-Cities,Pasco,CMP_010,323i,DoubleÂ Overhead Camshaft,Auto,Red,Hatchback,"$22,000 "
17151,C_CND_017152,8/27/2023,Pitre Buick-Pontiac-Gmc of Scottsdale,Greenville,CMP_012,Forester,Overhead Camshaft,Manual,Red,SUV,"$26,001 "
17152,C_CND_017153,8/27/2023,Classic Chevy,Scottsdale,CMP_029,3-Sep,DoubleÂ Overhead Camshaft,Auto,Red,Sedan,"$69,000 "
17153,C_CND_017154,8/27/2023,Clay Johnson Auto Sales,Austin,CMP_025,Continental,Overhead Camshaft,Manual,Pale White,Passenger,"$27,000 "
17154,C_CND_017155,8/27/2023,Diehl Motor CO Inc,Middletown,CMP_026,Aurora,DoubleÂ Overhead Camshaft,Auto,Pale White,Passenger,"$24,000 "
17155,C_CND_017156,8/27/2023,Progressive Shippers Cooperative Association No,Pasco,CMP_018,Golf,Overhead Camshaft,Manual,Pale White,SUV,"$25,001 "
17156,C_CND_017157,8/27/2023,C & M Motors Inc,Aurora,CMP_020,LS,Overhead Camshaft,Manual,Pale White,Sedan,"$14,000 "
17157,C_CND_017158,8/27/2023,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_009,Mountaineer,Overhead Camshaft,Manual,Pale White,SUV,"$21,000 "
17158,C_CND_017159,8/27/2023,Chrysler of Tri-Cities,Pasco,CMP_027,GS400,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$12,200 "
17159,C_CND_017160,8/27/2023,Race Car Help,Austin,CMP_006,Eclipse,Overhead Camshaft,Manual,Black,SUV,"$25,500 "
17160,C_CND_017161,8/27/2023,Classic Chevy,Scottsdale,CMP_007,Impala,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$21,000 "
17161,C_CND_017162,8/27/2023,Clay Johnson Auto Sales,Austin,CMP_012,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$19,300 "
17162,C_CND_017163,8/27/2023,Diehl Motor CO Inc,Middletown,CMP_030,Grand Cherokee,Overhead Camshaft,Manual,Black,SUV,"$19,000 "
17163,C_CND_017164,8/27/2023,Enterprise Rent A Car,Aurora,CMP_021,S-Class,Overhead Camshaft,Manual,Black,SUV,"$85,000 "
17164,C_CND_017165,8/27/2023,Gartner Buick Hyundai Saab,Greenville,CMP_026,Bravada,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$19,000 "
17165,C_CND_017166,8/27/2023,Scrivener Performance Engineering,Greenville,CMP_006,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$45,001 "
17166,C_CND_017167,8/27/2023,Star Enterprises Inc,Pasco,CMP_027,ES300,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$16,001 "
17167,C_CND_017168,8/27/2023,New Castle Ford Lincoln Mercury,Aurora,CMP_023,S70,Overhead Camshaft,Manual,Black,SUV,"$22,000 "
17168,C_CND_017169,8/27/2023,Motor Vehicle Branch Office,Austin,CMP_007,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,Passenger,"$19,000 "
17169,C_CND_017170,8/27/2023,Ryder Truck Rental and Leasing,Middletown,CMP_007,Cavalier,Overhead Camshaft,Manual,Pale White,SUV,"$20,001 "
17170,C_CND_017171,8/27/2023,Saab-Belle Dodge,Aurora,CMP_008,Maxima,Overhead Camshaft,Manual,Pale White,Sedan,"$29,001 "
17171,C_CND_017172,8/27/2023,Rabun Used Car Sales,Scottsdale,CMP_002,Ram Pickup,Overhead Camshaft,Manual,Pale White,SUV,"$16,500 "
17172,C_CND_017173,8/27/2023,Star Enterprises Inc,Pasco,CMP_018,Jetta,DoubleÂ Overhead Camshaft,Auto,Black,Passenger,"$22,001 "
17173,C_CND_017174,8/27/2023,Suburban Ford,Janesville,CMP_014,Accord,Overhead Camshaft,Manual,Black,Sedan,"$43,001 "
17174,C_CND_017175,8/27/2023,Tri-State Mack Inc,Scottsdale,CMP_010,328i,Overhead Camshaft,Manual,Pale White,Sedan,"$21,501 "
17175,C_CND_017176,8/27/2023,U-Haul CO,Austin,CMP_024,Bonneville,Overhead Camshaft,Manual,Pale White,Hatchback,"$11,001 "
17176,C_CND_017177,8/27/2023,Star Enterprises Inc,Pasco,CMP_015,I30,Overhead Camshaft,Manual,Pale White,SUV,"$22,000 "
17177,C_CND_017178,8/27/2023,C & M Motors Inc,Aurora,CMP_017,Boxter,Overhead Camshaft,Manual,Pale White,SUV,"$24,001 "
17178,C_CND_017179,8/27/2023,Capitol KIA,Greenville,CMP_026,Intrigue,Overhead Camshaft,Manual,Pale White,SUV,"$37,001 "
17179,C_CND_017180,8/27/2023,Chrysler of Tri-Cities,Pasco,CMP_025,Navigator,Overhead Camshaft,Manual,Pale White,Sedan,"$33,001 "
17180,C_CND_017181,8/27/2023,Chrysler Plymouth,Janesville,CMP_005,RL,Overhead Camshaft,Manual,Black,SUV,"$18,001 "
17181,C_CND_017182,8/27/2023,Classic Chevy,Scottsdale,CMP_014,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$21,001 "
17182,C_CND_017183,8/27/2023,Race Car Help,Middletown,CMP_024,Sunfire,Overhead Camshaft,Manual,Pale White,Sedan,"$43,001 "
17183,C_CND_017184,8/27/2023,Ryder Truck Rental and Leasing,Aurora,CMP_019,Regal,Overhead Camshaft,Manual,Pale White,Passenger,"$43,001 "
17184,C_CND_017185,8/27/2023,Saab-Belle Dodge,Greenville,CMP_016,A6,Overhead Camshaft,Manual,Black,SUV,"$25,001 "
17185,C_CND_017186,8/27/2023,Rabun Used Car Sales,Austin,CMP_009,Mountaineer,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$21,000 "
17186,C_CND_017187,8/27/2023,Star Enterprises Inc,Janesville,CMP_005,RL,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$24,001 "
17187,C_CND_017188,8/27/2023,C & M Motors Inc,Aurora,CMP_014,Passport,Overhead Camshaft,Manual,Pale White,SUV,"$13,000 "
17188,C_CND_017189,8/27/2023,Tri-State Mack Inc,Austin,CMP_019,Regal,DoubleÂ Overhead Camshaft,Auto,Black,Passenger,"$19,001 "
17189,C_CND_017190,8/27/2023,U-Haul CO,Middletown,CMP_026,Intrigue,Overhead Camshaft,Manual,Pale White,SUV,"$37,001 "
17190,C_CND_017191,8/27/2023,Buddy Storbeck's Diesel Service Inc,Aurora,CMP_021,SLK,Overhead Camshaft,Manual,Pale White,Passenger,"$17,001 "
17191,C_CND_017192,8/27/2023,C & M Motors Inc,Greenville,CMP_019,Park Avenue,Overhead Camshaft,Manual,Black,Hatchback,"$29,001 "
17192,C_CND_017193,8/27/2023,Capitol KIA,Pasco,CMP_027,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$46,001 "
17193,C_CND_017194,8/27/2023,Chrysler of Tri-Cities,Janesville,CMP_004,Sienna,Overhead Camshaft,Manual,Black,Passenger,"$27,001 "
17194,C_CND_017195,8/27/2023,Chrysler Plymouth,Scottsdale,CMP_030,Wrangler,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$19,001 "
17195,C_CND_017196,8/28/2023,Hatfield Volkswagen,Pasco,CMP_002,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$31,001 "
17196,C_CND_017197,8/28/2023,Iceberg Rentals,Janesville,CMP_010,528i,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$62,001 "
17197,C_CND_017198,8/28/2023,McKinney Dodge Chrysler Jeep,Scottsdale,CMP_009,Villager,Overhead Camshaft,Manual,Pale White,Passenger,"$14,001 "
17198,C_CND_017199,8/28/2023,Motor Vehicle Branch Office,Austin,CMP_006,3000GT,Overhead Camshaft,Manual,Black,Sedan,"$18,001 "
17199,C_CND_017200,8/28/2023,Nebo Chevrolet,Middletown,CMP_021,E-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$31,001 "
17200,C_CND_017201,8/28/2023,New Castle Ford Lincoln Mercury,Aurora,CMP_005,RL,Overhead Camshaft,Manual,Pale White,SUV,"$17,001 "
17201,C_CND_017202,8/28/2023,Gartner Buick Hyundai Saab,Greenville,CMP_004,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$12,001 "
17202,C_CND_017203,8/28/2023,Saab-Belle Dodge,Janesville,CMP_007,Prizm,Overhead Camshaft,Manual,Pale White,SUV,"$24,001 "
17203,C_CND_017204,8/28/2023,Iceberg Rentals,Janesville,CMP_025,Navigator,Overhead Camshaft,Manual,Pale White,Sedan,"$33,000 "
17204,C_CND_017205,8/28/2023,McKinney Dodge Chrysler Jeep,Scottsdale,CMP_002,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$12,000 "
17205,C_CND_017206,8/28/2023,Motor Vehicle Branch Office,Austin,CMP_023,V40,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$18,001 "
17206,C_CND_017207,8/28/2023,Progressive Shippers Cooperative Association No,Greenville,CMP_002,Ram Pickup,Overhead Camshaft,Manual,Pale White,SUV,"$16,401 "
17207,C_CND_017208,8/28/2023,Race Car Help,Austin,CMP_012,Forester,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$22,000 "
17208,C_CND_017209,8/28/2023,New Castle Ford Lincoln Mercury,Aurora,CMP_024,Sunfire,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$18,500 "
17209,C_CND_017210,8/28/2023,Pars Auto Sales,Greenville,CMP_002,Durango,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$19,000 "
17210,C_CND_017211,8/28/2023,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_030,Wrangler,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$60,000 "
17211,C_CND_017212,8/28/2023,Progressive Shippers Cooperative Association No,Janesville,CMP_019,Regal,DoubleÂ Overhead Camshaft,Auto,Pale White,Passenger,"$46,000 "
17212,C_CND_017213,8/28/2023,Rabun Used Car Sales,Scottsdale,CMP_026,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$60,000 "
17213,C_CND_017214,8/28/2023,Star Enterprises Inc,Pasco,CMP_018,Golf,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$18,001 "
17214,C_CND_017215,8/28/2023,Clay Johnson Auto Sales,Austin,CMP_009,Mountaineer,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$21,001 "
17215,C_CND_017216,8/28/2023,Enterprise Rent A Car,Aurora,CMP_006,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$39,001 "
17216,C_CND_017217,8/28/2023,Iceberg Rentals,Janesville,CMP_009,Mountaineer,Overhead Camshaft,Manual,Pale White,SUV,"$21,001 "
17217,C_CND_017218,8/28/2023,Nebo Chevrolet,Middletown,CMP_006,Eclipse,Overhead Camshaft,Manual,Black,SUV,"$25,001 "
17218,C_CND_017219,8/28/2023,Iceberg Rentals,Janesville,CMP_001,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$31,001 "
17219,C_CND_017220,8/28/2023,Classic Chevy,Austin,CMP_017,Boxter,Overhead Camshaft,Manual,Pale White,SUV,"$24,001 "
17220,C_CND_017221,8/28/2023,Clay Johnson Auto Sales,Middletown,CMP_021,SLK,DoubleÂ Overhead Camshaft,Auto,Pale White,Passenger,"$46,001 "
17221,C_CND_017222,8/28/2023,Diehl Motor CO Inc,Aurora,CMP_009,Sable,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$39,001 "
17222,C_CND_017223,8/28/2023,Enterprise Rent A Car,Greenville,CMP_005,TL,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$24,001 "
17223,C_CND_017224,8/28/2023,Gartner Buick Hyundai Saab,Pasco,CMP_023,C70,Overhead Camshaft,Manual,Black,Hatchback,"$36,001 "
17224,C_CND_017225,8/28/2023,Hatfield Volkswagen,Janesville,CMP_021,S-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$10,001 "
17225,C_CND_017226,8/29/2023,Pars Auto Sales,Greenville,CMP_018,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,Passenger,"$16,001 "
17226,C_CND_017227,8/29/2023,Star Enterprises Inc,Pasco,CMP_002,Neon,Overhead Camshaft,Manual,Pale White,SUV,"$19,000 "
17227,C_CND_017228,8/29/2023,Progressive Shippers Cooperative Association No,Janesville,CMP_002,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,Passenger,"$22,001 "
17228,C_CND_017229,8/29/2023,Rabun Used Car Sales,Scottsdale,CMP_008,Frontier,Overhead Camshaft,Manual,Black,Hatchback,"$53,001 "
17229,C_CND_017230,8/29/2023,Race Car Help,Austin,CMP_023,S40,Overhead Camshaft,Manual,Pale White,Sedan,"$22,001 "
17230,C_CND_017231,8/29/2023,Ryder Truck Rental and Leasing,Middletown,CMP_014,Civic,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$25,001 "
17231,C_CND_017232,8/29/2023,Saab-Belle Dodge,Aurora,CMP_026,Bravada,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$26,001 "
17232,C_CND_017233,8/29/2023,Scrivener Performance Engineering,Greenville,CMP_001,F-Series,Overhead Camshaft,Manual,Black,Passenger,"$38,001 "
17233,C_CND_017234,8/29/2023,Star Enterprises Inc,Pasco,CMP_024,Sunfire,Overhead Camshaft,Manual,Pale White,Sedan,"$43,001 "
17234,C_CND_017235,8/29/2023,New Castle Ford Lincoln Mercury,Aurora,CMP_021,CL500,Overhead Camshaft,Manual,Black,SUV,"$22,001 "
17235,C_CND_017236,8/29/2023,Pars Auto Sales,Greenville,CMP_006,Diamante,Overhead Camshaft,Manual,Pale White,Hatchback,"$12,501 "
17236,C_CND_017237,8/29/2023,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_005,Integra,DoubleÂ Overhead Camshaft,Auto,Black,Passenger,"$45,000 "
17237,C_CND_017238,8/29/2023,Progressive Shippers Cooperative Association No,Janesville,CMP_009,Villager,Overhead Camshaft,Manual,Pale White,Passenger,"$14,000 "
17238,C_CND_017239,8/29/2023,Rabun Used Car Sales,Scottsdale,CMP_004,4Runner,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$35,000 "
17239,C_CND_017240,8/29/2023,Race Car Help,Austin,CMP_004,Camry,Overhead Camshaft,Manual,Black,Hatchback,"$34,000 "
17240,C_CND_017241,8/29/2023,Race Car Help,Janesville,CMP_021,M-Class,Overhead Camshaft,Manual,Pale White,SUV,"$25,001 "
17241,C_CND_017242,8/29/2023,Saab-Belle Dodge,Aurora,CMP_008,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$26,500 "
17242,C_CND_017243,8/29/2023,U-Haul CO,Pasco,CMP_002,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$39,001 "
17243,C_CND_017244,8/29/2023,Race Car Help,Austin,CMP_001,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$18,000 "
17244,C_CND_017245,8/29/2023,Ryder Truck Rental and Leasing,Middletown,CMP_020,SL,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$20,000 "
17245,C_CND_017246,8/29/2023,Saab-Belle Dodge,Aurora,CMP_007,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$25,000 "
17246,C_CND_017247,8/29/2023,U-Haul CO,Austin,CMP_021,SL-Class,Overhead Camshaft,Manual,Pale White,SUV,"$17,501 "
17247,C_CND_017248,8/29/2023,Star Enterprises Inc,Pasco,CMP_012,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$19,000 "
17248,C_CND_017249,8/29/2023,Suburban Ford,Janesville,CMP_019,Park Avenue,Overhead Camshaft,Manual,Pale White,Hatchback,"$45,000 "
17249,C_CND_017250,8/29/2023,U-Haul CO,Austin,CMP_021,M-Class,Overhead Camshaft,Manual,Pale White,SUV,"$41,200 "
17250,C_CND_017251,8/29/2023,U-Haul CO,Austin,CMP_011,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$19,000 "
17251,C_CND_017252,8/29/2023,Progressive Shippers Cooperative Association No,Janesville,CMP_018,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,Passenger,"$33,500 "
17252,C_CND_017253,8/29/2023,McKinney Dodge Chrysler Jeep,Scottsdale,CMP_002,Avenger,DoubleÂ Overhead Camshaft,Auto,Black,Passenger,"$16,001 "
17253,C_CND_017254,8/29/2023,Motor Vehicle Branch Office,Austin,CMP_020,LS,Overhead Camshaft,Manual,Pale White,Sedan,"$14,601 "
17254,C_CND_017255,8/29/2023,Nebo Chevrolet,Middletown,CMP_002,Durango,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$24,001 "
17255,C_CND_017256,8/29/2023,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_006,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$45,501 "
17256,C_CND_017257,8/29/2023,Pars Auto Sales,Greenville,CMP_005,TL,Overhead Camshaft,Manual,Pale White,Hatchback,"$14,000 "
17257,C_CND_017258,8/29/2023,Progressive Shippers Cooperative Association No,Janesville,CMP_027,ES300,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$16,000 "
17258,C_CND_017259,8/29/2023,Progressive Shippers Cooperative Association No,Janesville,CMP_005,Integra,DoubleÂ Overhead Camshaft,Auto,Black,Passenger,"$45,000 "
17259,C_CND_017260,8/29/2023,Rabun Used Car Sales,Scottsdale,CMP_001,Mustang,Overhead Camshaft,Manual,Pale White,Hatchback,"$25,000 "
17260,C_CND_017261,8/29/2023,Tri-State Mack Inc,Scottsdale,CMP_027,ES300,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$27,001 "
17261,C_CND_017262,8/29/2023,Capitol KIA,Greenville,CMP_007,Malibu,Overhead Camshaft,Manual,Pale White,SUV,"$24,000 "
17262,C_CND_017263,8/29/2023,Chrysler Plymouth,Janesville,CMP_006,Montero Sport,Overhead Camshaft,Manual,Pale White,SUV,"$12,000 "
17263,C_CND_017264,8/29/2023,Classic Chevy,Austin,CMP_006,Eclipse,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$27,000 "
17264,C_CND_017265,8/29/2023,Motor Vehicle Branch Office,Aurora,CMP_009,Sable,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$26,000 "
17265,C_CND_017266,8/29/2023,Nebo Chevrolet,Greenville,CMP_003,Escalade,Overhead Camshaft,Manual,Black,Sedan,"$34,200 "
17266,C_CND_017267,8/29/2023,New Castle Ford Lincoln Mercury,Pasco,CMP_024,Bonneville,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$19,000 "
17267,C_CND_017268,8/29/2023,Pars Auto Sales,Janesville,CMP_012,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$19,000 "
17268,C_CND_017269,8/29/2023,Progressive Shippers Cooperative Association No,Scottsdale,CMP_028,Prowler,Overhead Camshaft,Manual,Pale White,Hatchback,"$71,000 "
17269,C_CND_017270,8/29/2023,Rabun Used Car Sales,Austin,CMP_010,323i,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$19,000 "
17270,C_CND_017271,8/30/2023,Suburban Ford,Janesville,CMP_018,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$13,001 "
17271,C_CND_017272,8/30/2023,Tri-State Mack Inc,Scottsdale,CMP_001,F-Series,Overhead Camshaft,Manual,Pale White,Passenger,"$13,501 "
17272,C_CND_017273,8/30/2023,U-Haul CO,Austin,CMP_010,328i,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$16,501 "
17273,C_CND_017274,8/30/2023,Progressive Shippers Cooperative Association No,Janesville,CMP_007,Monte Carlo,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$20,001 "
17274,C_CND_017275,8/30/2023,Rabun Used Car Sales,Scottsdale,CMP_011,300M,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$26,001 "
17275,C_CND_017276,8/30/2023,Race Car Help,Austin,CMP_003,Eldorado,Overhead Camshaft,Manual,Pale White,Passenger,"$13,001 "
17276,C_CND_017277,8/30/2023,Ryder Truck Rental and Leasing,Middletown,CMP_028,Voyager,Overhead Camshaft,Manual,Pale White,Passenger,"$20,001 "
17277,C_CND_017278,8/30/2023,Scrivener Performance Engineering,Scottsdale,CMP_015,I30,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$51,001 "
17278,C_CND_017279,8/30/2023,Suburban Ford,Janesville,CMP_007,Metro,Overhead Camshaft,Manual,Pale White,Passenger,"$13,000 "
17279,C_CND_017280,8/30/2023,U-Haul CO,Scottsdale,CMP_003,Seville,Overhead Camshaft,Manual,Pale White,SUV,"$22,001 "
17280,C_CND_017281,8/30/2023,U-Haul CO,Austin,CMP_018,Passat,Overhead Camshaft,Manual,Pale White,Hatchback,"$12,000 "
17281,C_CND_017282,8/30/2023,Progressive Shippers Cooperative Association No,Janesville,CMP_004,4Runner,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$35,000 "
